partner,day,no_of_registrations,no_orders,aum,aov,fti_count,fti_amount
Paisa Bazaar,2022-11-25,2,0,0.0,0.0,0,
Paisa Bazaar,2022-11-24,1,0,0.0,0.0,0,
Paisa Bazaar,2022-11-23,1,0,0.0,0.0,0,
Paisa Bazaar,2022-11-22,1,0,0.0,0.0,0,
Paisa Bazaar,2022-11-21,1,0,0.0,0.0,0,
Paisa Bazaar,2022-11-20,2,0,0.0,0.0,0,
Paisa Bazaar,2022-11-19,2,0,0.0,0.0,0,
Paisa Bazaar,2022-11-18,3,0,0.0,0.0,0,
Paisa Bazaar,2022-11-17,1,0,0.0,0.0,0,
Paisa Bazaar,2022-11-14,1,0,0.0,0.0,0,
Paisa Bazaar,2022-11-13,4,0,0.0,0.0,0,
Paisa Bazaar,2022-11-12,1,0,0.0,0.0,0,
Paisa Bazaar,2022-11-09,1,0,0.0,0.0,0,
Paisa Bazaar,2022-11-08,1,0,0.0,0.0,0,
Paisa Bazaar,2022-11-07,1,0,0.0,0.0,0,
Paisa Bazaar,2022-11-06,1,0,0.0,0.0,0,
Paisa Bazaar,2022-11-05,1,0,0.0,0.0,0,
Paisa Bazaar,2022-11-04,4,0,0.0,0.0,0,
Paisa Bazaar,2022-11-03,3,0,0.0,0.0,0,
Paisa Bazaar,2022-11-02,2,0,0.0,0.0,0,
Paisa Bazaar,2022-10-29,1,0,0.0,0.0,0,
Paisa Bazaar,2022-10-28,1,0,0.0,0.0,0,
Paisa Bazaar,2022-10-27,1,0,0.0,0.0,0,
Paisa Bazaar,2022-10-26,1,0,0.0,0.0,0,
Paisa Bazaar,2022-10-23,1,0,0.0,0.0,0,
Paisa Bazaar,2022-10-22,1,0,0.0,0.0,0,
Paisa Bazaar,2022-10-21,2,0,0.0,0.0,0,
Paisa Bazaar,2022-10-20,5,0,0.0,0.0,0,
Paisa Bazaar,2022-10-18,1,0,0.0,0.0,0,
Paisa Bazaar,2022-10-17,2,0,0.0,0.0,0,
Paisa Bazaar,2022-10-16,1,0,0.0,0.0,0,
Paisa Bazaar,2022-10-14,2,0,0.0,0.0,0,
Paisa Bazaar,2022-10-11,1,0,0.0,0.0,0,
Paisa Bazaar,2022-10-10,2,0,0.0,0.0,0,
Paisa Bazaar,2022-10-06,2,0,0.0,0.0,0,
Paisa Bazaar,2022-10-04,1,0,0.0,0.0,0,
Paisa Bazaar,2022-10-03,1,0,0.0,0.0,0,
Paisa Bazaar,2022-10-01,3,0,0.0,0.0,0,
Paisa Bazaar,2022-09-24,2,0,0.0,0.0,0,
Paisa Bazaar,2022-09-23,2,0,0.0,0.0,0,
Paisa Bazaar,2022-09-20,1,0,0.0,0.0,0,
Paisa Bazaar,2022-09-18,1,0,0.0,0.0,0,
Paisa Bazaar,2022-09-17,4,0,0.0,0.0,0,
Paisa Bazaar,2022-09-15,1,0,0.0,0.0,0,
Paisa Bazaar,2022-09-14,1,0,0.0,0.0,0,
Paisa Bazaar,2022-09-13,1,0,0.0,0.0,0,
Paisa Bazaar,2022-09-12,1,0,0.0,0.0,0,
Paisa Bazaar,2022-09-11,1,0,0.0,0.0,0,
Paisa Bazaar,2022-09-09,2,0,0.0,0.0,0,
Paisa Bazaar,2022-09-08,2,0,0.0,0.0,0,
Paisa Bazaar,2022-09-06,1,0,0.0,0.0,0,
Paisa Bazaar,2022-09-05,1,0,0.0,0.0,0,
Paisa Bazaar,2022-08-31,1,0,0.0,0.0,0,
Paisa Bazaar,2022-08-29,2,0,0.0,0.0,0,
Paisa Bazaar,2022-08-28,2,0,0.0,0.0,0,
Paisa Bazaar,2022-08-25,1,0,0.0,0.0,0,
Paisa Bazaar,2022-08-23,1,0,0.0,0.0,0,
Paisa Bazaar,2022-08-22,1,0,0.0,0.0,0,
Paisa Bazaar,2022-08-19,2,0,0.0,0.0,0,
Paisa Bazaar,2022-08-16,1,0,0.0,0.0,0,
Paisa Bazaar,2022-08-15,3,0,0.0,0.0,0,
Paisa Bazaar,2022-08-12,4,0,0.0,0.0,0,
Paisa Bazaar,2022-08-11,1,0,0.0,0.0,0,
Paisa Bazaar,2022-08-08,1,0,0.0,0.0,0,
Paisa Bazaar,2022-08-06,3,0,0.0,0.0,0,
Paisa Bazaar,2022-08-05,1,0,0.0,0.0,0,
Paisa Bazaar,2022-08-03,2,0,0.0,0.0,0,
Paisa Bazaar,2022-08-02,1,0,0.0,0.0,0,
Paisa Bazaar,2022-07-31,2,0,0.0,0.0,0,
Paisa Bazaar,2022-07-29,2,0,0.0,0.0,0,
Paisa Bazaar,2022-07-27,2,0,0.0,0.0,0,
Paisa Bazaar,2022-07-26,3,0,0.0,0.0,0,
Paisa Bazaar,2022-07-25,1,0,0.0,0.0,0,
Paisa Bazaar,2022-07-24,1,0,0.0,0.0,0,
Paisa Bazaar,2022-07-23,2,0,0.0,0.0,0,
Paisa Bazaar,2022-07-22,1,0,0.0,0.0,0,
Paisa Bazaar,2022-07-21,1,0,0.0,0.0,0,
Paisa Bazaar,2022-07-17,2,0,0.0,0.0,0,
Paisa Bazaar,2022-07-16,1,0,0.0,0.0,0,
Paisa Bazaar,2022-07-15,1,0,0.0,0.0,0,
Paisa Bazaar,2022-07-11,1,0,0.0,0.0,0,
Paisa Bazaar,2022-07-08,7,0,0.0,0.0,0,
Paisa Bazaar,2022-07-07,1,0,0.0,0.0,0,
Paisa Bazaar,2022-07-06,2,0,0.0,0.0,0,
Paisa Bazaar,2022-07-04,1,0,0.0,0.0,0,
Paisa Bazaar,2022-07-01,2,0,0.0,0.0,0,
Paisa Bazaar,2022-06-29,2,0,0.0,0.0,0,
Paisa Bazaar,2022-06-28,1,0,0.0,0.0,0,
Paisa Bazaar,2022-06-27,1,0,0.0,0.0,0,
Paisa Bazaar,2022-06-26,1,0,0.0,0.0,0,
Paisa Bazaar,2022-06-23,2,0,0.0,0.0,0,
Paisa Bazaar,2022-06-18,1,0,0.0,0.0,0,
Paisa Bazaar,2022-06-16,2,0,0.0,0.0,0,
Paisa Bazaar,2022-06-10,2,0,0.0,0.0,0,
Paisa Bazaar,2022-06-09,1,0,0.0,0.0,0,
Paisa Bazaar,2022-06-08,1,0,0.0,0.0,0,
Paisa Bazaar,2022-06-04,3,0,0.0,0.0,0,
Paisa Bazaar,2022-06-03,5,0,0.0,0.0,0,
Paisa Bazaar,2022-06-02,2,0,0.0,0.0,0,
Paisa Bazaar,2022-06-01,1,0,0.0,0.0,0,
Paisa Bazaar,2022-05-31,2,0,0.0,0.0,0,
Paisa Bazaar,2022-05-30,4,0,0.0,0.0,0,
Paisa Bazaar,2022-05-29,2,0,0.0,0.0,0,
Paisa Bazaar,2022-05-28,2,0,0.0,0.0,0,
Paisa Bazaar,2022-05-27,3,0,0.0,0.0,0,
Paisa Bazaar,2022-05-26,1,0,0.0,0.0,0,
Paisa Bazaar,2022-05-21,1,0,0.0,0.0,0,
Paisa Bazaar,2022-05-20,1,0,0.0,0.0,0,
Paisa Bazaar,2022-05-19,1,0,0.0,0.0,0,
Paisa Bazaar,2022-05-16,1,0,0.0,0.0,0,
Paisa Bazaar,2022-05-13,1,0,0.0,0.0,0,
Paisa Bazaar,2022-05-12,1,0,0.0,0.0,0,
Paisa Bazaar,2022-05-11,1,0,0.0,0.0,0,
Paisa Bazaar,2022-05-10,1,0,0.0,0.0,0,
Paisa Bazaar,2022-05-09,2,0,0.0,0.0,0,
Paisa Bazaar,2022-05-08,2,0,0.0,0.0,0,
Paisa Bazaar,2022-05-05,1,0,0.0,0.0,0,
Paisa Bazaar,2022-05-01,1,0,0.0,0.0,0,
Paisa Bazaar,2022-04-28,1,0,0.0,0.0,0,
Paisa Bazaar,2022-04-27,1,0,0.0,0.0,0,
Paisa Bazaar,2022-04-23,1,0,0.0,0.0,0,
Paisa Bazaar,2022-04-13,1,0,0.0,0.0,0,
Paisa Bazaar,2022-04-10,1,0,0.0,0.0,0,
Paisa Bazaar,2022-04-09,1,0,0.0,0.0,0,
Paisa Bazaar,2022-04-04,2,0,0.0,0.0,0,
Paisa Bazaar,2022-03-30,1,0,0.0,0.0,0,
Paisa Bazaar,2022-03-25,1,0,0.0,0.0,0,
Paisa Bazaar,2022-03-23,5,0,0.0,0.0,0,
Paisa Bazaar,2022-03-21,2,0,0.0,0.0,0,
Paisa Bazaar,2022-03-19,1,0,0.0,0.0,0,
Paisa Bazaar,2022-03-16,1,0,0.0,0.0,0,
Paisa Bazaar,2022-03-15,2,0,0.0,0.0,0,
Paisa Bazaar,2022-03-12,2,0,0.0,0.0,0,
Paisa Bazaar,2022-03-11,1,0,0.0,0.0,0,
Paisa Bazaar,2022-03-09,1,0,0.0,0.0,0,
Paisa Bazaar,2022-03-07,1,0,0.0,0.0,0,
Paisa Bazaar,2022-03-05,2,0,0.0,0.0,0,
Paisa Bazaar,2022-03-03,3,0,0.0,0.0,0,
Paisa Bazaar,2022-03-01,1,0,0.0,0.0,0,
Paisa Bazaar,2022-02-28,3,0,0.0,0.0,0,
Paisa Bazaar,2022-02-27,2,0,0.0,0.0,0,
Paisa Bazaar,2022-02-25,3,0,0.0,0.0,0,
Paisa Bazaar,2022-02-24,1,0,0.0,0.0,0,
Paisa Bazaar,2022-02-22,1,0,0.0,0.0,0,
Paisa Bazaar,2022-02-20,1,0,0.0,0.0,0,
Paisa Bazaar,2022-02-19,2,0,0.0,0.0,0,
Paisa Bazaar,2022-02-17,1,0,0.0,0.0,0,
Paisa Bazaar,2022-02-14,1,0,0.0,0.0,0,
Paisa Bazaar,2022-02-11,1,0,0.0,0.0,0,
Paisa Bazaar,2022-02-10,1,0,0.0,0.0,0,
Paisa Bazaar,2022-02-08,2,0,0.0,0.0,0,
Paisa Bazaar,2022-02-06,2,0,0.0,0.0,0,
Paisa Bazaar,2022-02-05,1,0,0.0,0.0,0,
Paisa Bazaar,2022-02-03,1,0,0.0,0.0,0,
Paisa Bazaar,2022-02-02,2,0,0.0,0.0,0,
Paisa Bazaar,2022-01-31,1,0,0.0,0.0,0,
Paisa Bazaar,2022-01-30,2,0,0.0,0.0,0,
Paisa Bazaar,2022-01-24,3,0,0.0,0.0,0,
Paisa Bazaar,2022-01-22,2,0,0.0,0.0,0,
Paisa Bazaar,2022-01-21,2,0,0.0,0.0,0,
Paisa Bazaar,2022-01-19,1,0,0.0,0.0,0,
Paisa Bazaar,2022-01-18,2,0,0.0,0.0,0,
Paisa Bazaar,2022-01-17,2,0,0.0,0.0,0,
Paisa Bazaar,2022-01-15,1,0,0.0,0.0,0,
Paisa Bazaar,2022-01-14,1,0,0.0,0.0,0,
Paisa Bazaar,2022-01-12,1,0,0.0,0.0,0,
Paisa Bazaar,2022-01-09,2,0,0.0,0.0,0,
Paisa Bazaar,2022-01-08,1,0,0.0,0.0,0,
Paisa Bazaar,2022-01-05,2,0,0.0,0.0,0,
Paisa Bazaar,2022-01-03,3,0,0.0,0.0,0,
Paisa Bazaar,2022-01-02,1,0,0.0,0.0,0,
Paisa Bazaar,2021-12-31,1,0,0.0,0.0,0,
Paisa Bazaar,2021-12-30,1,0,0.0,0.0,0,
Paisa Bazaar,2021-12-26,1,0,0.0,0.0,0,
Paisa Bazaar,2021-12-25,1,0,0.0,0.0,0,
Paisa Bazaar,2021-12-24,1,0,0.0,0.0,0,
Paisa Bazaar,2021-12-23,1,0,0.0,0.0,0,
Paisa Bazaar,2021-12-21,1,0,0.0,0.0,0,
Paisa Bazaar,2021-12-20,1,0,0.0,0.0,0,
Paisa Bazaar,2021-12-19,2,0,0.0,0.0,0,
Paisa Bazaar,2021-12-17,2,0,0.0,0.0,0,
Paisa Bazaar,2021-12-16,1,0,0.0,0.0,0,
Paisa Bazaar,2021-12-13,2,0,0.0,0.0,0,
Paisa Bazaar,2021-12-08,3,0,0.0,0.0,0,
Paisa Bazaar,2021-12-07,1,0,0.0,0.0,0,
Paisa Bazaar,2021-12-05,1,0,0.0,0.0,0,
Paisa Bazaar,2021-12-02,1,0,0.0,0.0,0,
Paisa Bazaar,2021-11-25,1,0,0.0,0.0,0,
Paisa Bazaar,2021-11-14,1,0,0.0,0.0,0,
Paisa Bazaar,2021-11-12,1,0,0.0,0.0,0,
Paisa Bazaar,2021-11-10,2,0,0.0,0.0,0,
Paisa Bazaar,2021-11-07,1,0,0.0,0.0,0,
Paisa Bazaar,2021-11-06,2,0,0.0,0.0,0,
Paisa Bazaar,2021-11-04,1,0,0.0,0.0,0,
Paisa Bazaar,2021-11-03,1,0,0.0,0.0,0,
Paisa Bazaar,2021-11-02,1,0,0.0,0.0,0,
Paisa Bazaar,2021-10-30,3,0,0.0,0.0,0,
Paisa Bazaar,2021-10-29,1,0,0.0,0.0,0,
Paisa Bazaar,2021-10-27,1,0,0.0,0.0,0,
Paisa Bazaar,2021-10-24,1,0,0.0,0.0,0,
Paisa Bazaar,2021-10-18,2,0,0.0,0.0,0,
Paisa Bazaar,2021-10-14,1,0,0.0,0.0,0,
Paisa Bazaar,2021-10-10,1,0,0.0,0.0,0,
Paisa Bazaar,2021-10-06,1,0,0.0,0.0,0,
Paisa Bazaar,2021-10-05,2,0,0.0,0.0,0,
Paisa Bazaar,2021-09-24,1,0,0.0,0.0,0,
Paisa Bazaar,2021-09-20,1,0,0.0,0.0,0,
Paisa Bazaar,2021-09-17,2,0,0.0,0.0,0,
Paisa Bazaar,2021-09-08,4,0,0.0,0.0,0,
Paisa Bazaar,2021-09-04,1,0,0.0,0.0,0,
Paisa Bazaar,2021-08-30,1,0,0.0,0.0,0,
Paisa Bazaar,2021-08-28,2,0,0.0,0.0,0,
Paisa Bazaar,2021-08-26,1,0,0.0,0.0,0,
Paisa Bazaar,2021-08-25,1,0,0.0,0.0,0,
Paisa Bazaar,2021-08-22,1,0,0.0,0.0,0,
Paisa Bazaar,2021-08-21,1,0,0.0,0.0,0,
Paisa Bazaar,2021-08-18,1,0,0.0,0.0,0,
Paisa Bazaar,2021-08-16,1,0,0.0,0.0,0,
Paisa Bazaar,2021-08-15,3,0,0.0,0.0,0,
Paisa Bazaar,2021-08-14,2,0,0.0,0.0,0,
Paisa Bazaar,2021-08-09,2,0,0.0,0.0,0,
Paisa Bazaar,2021-08-07,1,0,0.0,0.0,0,
Paisa Bazaar,2021-08-04,1,0,0.0,0.0,0,
Paisa Bazaar,2021-08-03,1,0,0.0,0.0,0,
Paisa Bazaar,2021-08-01,1,0,0.0,0.0,0,
Paisa Bazaar,2021-07-31,1,0,0.0,0.0,0,
Paisa Bazaar,2021-07-27,1,0,0.0,0.0,0,
Paisa Bazaar,2021-07-26,1,0,0.0,0.0,0,
Paisa Bazaar,2021-07-22,1,0,0.0,0.0,0,
Paisa Bazaar,2021-07-17,3,0,0.0,0.0,0,
Paisa Bazaar,2021-07-16,1,0,0.0,0.0,0,
Paisa Bazaar,2021-07-09,1,0,0.0,0.0,0,
Paisa Bazaar,2021-06-18,1,0,0.0,0.0,0,
Paisa Bazaar,2021-06-14,1,0,0.0,0.0,0,
Paisa Bazaar,2021-06-09,1,0,0.0,0.0,0,
Paisa Bazaar,2021-06-08,1,0,0.0,0.0,0,
Paisa Bazaar,2021-06-01,1,0,0.0,0.0,0,
Paisa Bazaar,2021-05-25,2,0,0.0,0.0,0,
Paisa Bazaar,2021-05-21,3,0,0.0,0.0,0,
Paisa Bazaar,2021-05-19,1,0,0.0,0.0,0,
Paisa Bazaar,2021-05-18,1,0,0.0,0.0,0,
Paisa Bazaar,2021-05-05,2,0,0.0,0.0,0,
Paisa Bazaar,2021-05-02,1,0,0.0,0.0,0,
Paisa Bazaar,2021-04-26,1,0,0.0,0.0,0,
Paisa Bazaar,2021-04-22,1,0,0.0,0.0,0,
Paisa Bazaar,2021-03-19,1,0,0.0,0.0,0,
Paisa Bazaar,2021-03-18,2,0,0.0,0.0,0,
Paisa Bazaar,2021-03-16,1,0,0.0,0.0,0,
Paisa Bazaar,2021-03-08,1,0,0.0,0.0,0,
Paisa Bazaar,2021-03-07,1,0,0.0,0.0,0,
Paisa Bazaar,2021-02-28,1,0,0.0,0.0,0,
Paisa Bazaar,2021-02-14,1,0,0.0,0.0,0,
Paisa Bazaar,2021-01-30,1,0,0.0,0.0,0,
Paisa Bazaar,2020-12-02,1,0,0.0,0.0,0,
Mobikwik,2026-05-17,531,0,0.0,0.0,0,
Mobikwik,2026-05-16,457,0,0.0,0.0,0,
Mobikwik,2026-05-15,457,38,1974492.06,51960.317368421056,21,777529.06
Mobikwik,2026-05-14,512,65,4140619.3,63701.835384615384,20,303437.21
Mobikwik,2026-05-13,506,46,2253219.53,48983.03326086956,22,1000244.57
Mobikwik,2026-05-12,489,47,2076838.07,44188.04404255319,16,249826.49
Mobikwik,2026-05-11,501,174,8270190.09,47529.82810344827,13,398679.16
Mobikwik,2026-05-10,500,4,61838.73,15459.6825,17,483009.81
Mobikwik,2026-05-09,442,3,30161.6,10053.866666666667,16,381880.73
Mobikwik,2026-05-08,492,50,2479704.94,49594.0988,14,263281.36
Mobikwik,2026-05-07,486,48,2159714.58,44994.05375,11,95317.71
Mobikwik,2026-05-06,518,64,2363789.9568,36934.218075,17,802454.51
Mobikwik,2026-05-05,528,56,1807937.7218,32284.602175,17,876401.135
Mobikwik,2026-05-04,459,141,6271916.0868,44481.674374468086,10,354547.8057
Mobikwik,2026-05-03,451,0,0.0,0.0,0,
Mobikwik,2026-05-02,414,0,0.0,0.0,0,
Mobikwik,2026-05-01,452,0,0.0,0.0,0,
Mobikwik,2026-04-30,383,63,2579504.3403,40944.51333809523,13,231565.6531
Mobikwik,2026-04-29,279,32,1052676.8807,32896.152521875,9,156230.1627
Mobikwik,2026-04-28,294,27,949419.4765,35163.68431481481,8,428411.2558
Mobikwik,2026-04-27,264,85,3936805.3417,46315.356961176476,5,69410.4619
Mobikwik,2026-04-26,240,0,0.0,0.0,0,
Mobikwik,2026-04-25,395,0,0.0,0.0,0,
Mobikwik,2026-04-24,278,49,1961364.9185,40027.85547959183,14,364181.4132
Mobikwik,2026-04-23,325,30,974784.6052,32492.820173333334,5,141097.2436
Mobikwik,2026-04-22,267,31,813870.2712,26253.87971612903,5,80419.5847
Mobikwik,2026-04-21,293,33,1321784.1624,40054.06552727273,11,254692.3875
Mobikwik,2026-04-20,273,130,3686291.1754,28356.085964615384,11,550880.1803
Mobikwik,2026-04-19,276,3,49386.86,16462.286666666667,16,382431.3191
Mobikwik,2026-04-18,335,0,0.0,0.0,0,
Mobikwik,2026-04-17,380,29,1283239.7722,44249.64731724138,8,41863.5211
Mobikwik,2026-04-16,290,48,1213173.8947,25274.456139583333,10,290169.3249
Mobikwik,2026-04-15,305,97,4223021.5946,43536.305098969075,12,543210.931
Mobikwik,2026-04-14,352,0,0.0,0.0,0,
Mobikwik,2026-04-13,469,132,7026798.861,53233.32470454545,13,411376.1576
Mobikwik,2026-04-12,514,0,0.0,0.0,0,
Mobikwik,2026-04-11,620,1,12500.0,12500.0,16,318206.2124
Mobikwik,2026-04-10,563,36,1663353.6093,46204.266924999996,13,361890.9162
Mobikwik,2026-04-09,637,63,3729241.034,59194.30212698413,17,762964.7231
Mobikwik,2026-04-08,565,44,1913201.6133,43481.85484772728,19,875542.3167
Mobikwik,2026-04-07,679,61,1844359.7381,30235.40554262295,14,240277.9527
Mobikwik,2026-04-06,570,142,4374959.3822,30809.573114084506,11,44841.2462
Mobikwik,2026-04-05,536,0,0.0,0.0,0,
Mobikwik,2026-04-04,542,0,0.0,0.0,0,
Mobikwik,2026-04-03,582,0,0.0,0.0,0,
Mobikwik,2026-04-02,524,131,5484680.1087,41867.78708931297,13,135009.6952
Mobikwik,2026-04-01,562,0,0.0,0.0,0,
Mobikwik,2026-03-31,597,0,0.0,0.0,0,
Mobikwik,2026-03-30,470,96,3239604.1509,33745.876571875,11,261982.9936
Mobikwik,2026-03-29,847,0,0.0,0.0,0,
Mobikwik,2026-03-28,534,0,0.0,0.0,0,
Mobikwik,2026-03-27,483,78,3528985.5266,45243.40418717948,10,224064.3779
Mobikwik,2026-03-26,476,0,0.0,0.0,0,
Mobikwik,2026-03-25,518,36,1446336.1689,40176.00469166666,15,616507.8656
Mobikwik,2026-03-24,510,42,3278493.5413,78059.37003095238,15,1455038.1745
Mobikwik,2026-03-23,610,122,4503735.5081,36915.864820491806,17,366970.9956
Mobikwik,2026-03-22,504,0,0.0,0.0,0,
Mobikwik,2026-03-21,550,0,0.0,0.0,0,
Mobikwik,2026-03-20,486,88,4187823.6949,47588.90562386363,14,112680.2089
Mobikwik,2026-03-19,531,0,0.0,0.0,0,
Mobikwik,2026-03-18,571,53,1253511.1965,23651.154650943397,10,191292.7155
Mobikwik,2026-03-17,738,45,1917429.6238,42609.547195555555,11,365203.7186
Mobikwik,2026-03-16,457,119,3931679.8585,33039.32654201681,12,411805.1075
Mobikwik,2026-03-15,545,3,29731.07,9910.356666666667,13,112661.2057
Mobikwik,2026-03-14,508,0,0.0,0.0,0,
Mobikwik,2026-03-13,524,55,4022473.9638,73135.8902509091,9,868182.0379
Mobikwik,2026-03-12,498,38,1305493.7259,34355.09805,19,1273254.1125
Mobikwik,2026-03-11,700,48,1497396.3058,31195.756370833333,17,260938.5622
Mobikwik,2026-03-10,594,53,2187256.955,41268.9991509434,25,451353.6364
Mobikwik,2026-03-09,523,133,5736492.4465,43131.52215413534,11,387604.6136
Mobikwik,2026-03-08,562,0,0.0,0.0,0,
Mobikwik,2026-03-07,716,0,0.0,0.0,0,
Mobikwik,2026-03-06,674,77,2697114.6723,35027.46327662338,30,653068.6638
Mobikwik,2026-03-05,638,54,1884794.9533,34903.610246296295,20,191567.3513
Mobikwik,2026-03-04,614,128,7679431.7059,59995.56020234375,14,567859.5703
Mobikwik,2026-03-03,779,1,14897.3156,14897.3156,25,914087.9425
Mobikwik,2026-03-02,626,112,3843678.6044,34318.55896785714,17,1579485.8682
Mobikwik,2026-03-01,700,3,29699.59,9899.863333333333,15,599885.1526
Mobikwik,2026-02-28,742,1,98932.592,98932.592,19,502610.4791
Mobikwik,2026-02-27,582,26,1255894.5114,48303.635053846156,11,380644.4023
Mobikwik,2026-02-26,705,39,1005359.1885,25778.44073076923,14,138351.8049
Mobikwik,2026-02-25,708,46,1700970.3658,36977.616647826086,21,960832.7596
Mobikwik,2026-02-24,704,29,685924.9026,23652.582848275862,12,130966.2079
Mobikwik,2026-02-23,695,98,4132402.6036,42167.37350612245,14,1084745.4549
Mobikwik,2026-02-22,597,0,0.0,0.0,0,
Mobikwik,2026-02-21,542,0,0.0,0.0,0,
Mobikwik,2026-02-20,683,85,2874849.8292,33821.762696470585,21,423259.515
Mobikwik,2026-02-19,789,0,0.0,0.0,0,
Mobikwik,2026-02-18,725,49,1741050.8374,35531.649742857146,14,416202.0556
Mobikwik,2026-02-17,731,42,1827656.6112,43515.6336,17,373147.3386
Mobikwik,2026-02-16,608,133,3124600.8259,23493.239292481205,17,646360.4557
Mobikwik,2026-02-15,623,1,25000.0,25000.0,24,189325.1422
Mobikwik,2026-02-14,708,0,0.0,0.0,0,
Mobikwik,2026-02-13,776,53,2142340.527,40421.51937735848,18,361593.8156
Mobikwik,2026-02-12,698,54,1046203.8972,19374.146244444444,20,988624.3272
Mobikwik,2026-02-11,930,78,2137905.869,27409.0496025641,36,454482.3223
Mobikwik,2026-02-10,934,58,2020527.317,34836.677879310344,32,1261832.5041
Mobikwik,2026-02-09,931,140,3560804.1263,25434.315187857144,21,1072189.0703
Mobikwik,2026-02-08,877,0,0.0,0.0,0,
Mobikwik,2026-02-07,922,0,0.0,0.0,0,
Mobikwik,2026-02-06,1044,50,925092.9061,18501.858122,27,425250.2897
Mobikwik,2026-02-05,1246,53,1001801.2558,18901.910486792454,34,453417.5982
Mobikwik,2026-02-04,1001,36,1036891.1955,28802.533208333334,20,512350.975
Mobikwik,2026-02-03,1205,64,1685773.2365,26340.2068203125,29,84217.9152
Mobikwik,2026-02-02,1157,143,3892979.4831,27223.632748951048,23,527164.7279
Mobikwik,2026-02-01,983,0,0.0,0.0,0,
Mobikwik,2026-01-31,971,0,0.0,0.0,0,
Mobikwik,2026-01-30,992,73,1399273.3688,19168.128339726027,25,438997.3102
Mobikwik,2026-01-29,1077,57,1363843.3632,23927.076547368422,31,511901.114
Mobikwik,2026-01-28,978,40,3204003.8028,80100.09507000001,22,460055.6734
Mobikwik,2026-01-27,652,157,4741888.3101,30203.110255414016,23,1874876.9188
Mobikwik,2026-01-26,750,2,23028.8668,11514.4334,26,1184721.0766
Mobikwik,2026-01-25,664,1,16948.1362,16948.1362,18,427860.2501
Mobikwik,2026-01-24,651,0,0.0,0.0,0,
Mobikwik,2026-01-23,771,42,1113510.2299,26512.14833095238,23,192643.7304
Mobikwik,2026-01-22,816,44,1871312.9187,42529.83906136364,17,173678.5839
Mobikwik,2026-01-21,737,61,1952510.692,32008.372,29,1063604.9442
Mobikwik,2026-01-20,723,29,776532.2861,26776.97538275862,15,428493.6116
Mobikwik,2026-01-19,651,109,3156655.1178,28960.138695412847,18,680368.6573
Mobikwik,2026-01-18,690,0,0.0,0.0,0,
Mobikwik,2026-01-17,744,1,2000.8453,2000.8453,22,438596.4177
Mobikwik,2026-01-16,691,93,2588984.2613,27838.540444086022,16,284216.5042
Mobikwik,2026-01-15,739,1,496.3348,496.3348,23,371009.3073
Mobikwik,2026-01-14,610,33,584559.4956,17713.92410909091,24,418029.7847
Mobikwik,2026-01-13,688,55,1810143.6384,32911.702516363635,23,701982.1055
Mobikwik,2026-01-12,726,166,4635172.9933,27922.728875301207,26,793565.9781
Mobikwik,2026-01-11,792,0,0.0,0.0,0,
Mobikwik,2026-01-10,698,0,0.0,0.0,0,
Mobikwik,2026-01-09,709,56,1573969.9902,28106.60696785714,23,548712.3369
Mobikwik,2026-01-08,759,62,2529043.8482,40791.02980967742,30,1344851.5539
Mobikwik,2026-01-07,733,58,2463522.2132,42474.52091724138,25,625708.0891
Mobikwik,2026-01-06,770,38,873493.9225,22986.68217105263,29,728778.2778
Mobikwik,2026-01-05,799,147,5601175.0754,38103.23180544218,21,316979.2493
Mobikwik,2026-01-04,996,0,0.0,0.0,0,
Mobikwik,2026-01-03,976,1,99176.4291,99176.4291,21,1387654.9005
Mobikwik,2026-01-02,911,47,908334.5639,19326.267317021277,25,561148.5634
Mobikwik,2026-01-01,836,50,1397123.6885,27942.473769999997,18,362644.3068
Mobikwik,2025-12-31,795,64,1251124.0543,19548.8133484375,23,604543.351
Mobikwik,2025-12-30,855,40,691585.2443,17289.6311075,20,352231.8038
Mobikwik,2025-12-29,850,127,2926018.8643,23039.51861653543,22,333519.3593
Mobikwik,2025-12-28,895,7,474672.79,67810.39857142857,16,297428.8727
Mobikwik,2025-12-27,938,0,0.0,0.0,0,
Mobikwik,2025-12-26,988,85,1579373.8548,18580.86888,34,897186.155
Mobikwik,2025-12-25,817,0,0.0,0.0,0,
Mobikwik,2025-12-24,918,26,1322551.0938,50867.349761538455,17,287961.1045
Mobikwik,2025-12-23,911,36,1136553.7076,31570.936322222224,23,1052637.7724
Mobikwik,2025-12-22,893,77,1518072.7283,19715.230237662337,18,424419.5115
Mobikwik,2025-12-21,828,0,0.0,0.0,0,
Mobikwik,2025-12-20,985,0,0.0,0.0,0,
Mobikwik,2025-12-19,962,30,740344.0528,24678.13509333333,17,234689.9092
Mobikwik,2025-12-18,1025,41,856368.3168,20887.032117073173,16,272594.0516
Mobikwik,2025-12-17,1027,37,1317512.7798,35608.453508108105,24,990138.9725
Mobikwik,2025-12-16,1001,24,540869.4297,22536.2262375,17,480601.9391
Mobikwik,2025-12-15,983,72,1933149.622,26849.300305555556,16,302406.4233
Mobikwik,2025-12-14,1072,0,0.0,0.0,0,
Mobikwik,2025-12-13,1081,0,0.0,0.0,0,
Mobikwik,2025-12-12,1322,46,1264208.9335,27482.802902173913,23,608067.5882
